,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_386,97.32,91.57,61.58,29.44,17.62,10.37,97.02,152.58,40.53,51.36,12.77,13.77,249.19,45.86,5.01,7.32,2
Spring_387,117.51,83.14,48.32,22.9,12.59,14.05,84.63,162.37,59.47,70.11,13.83,19.34,336.33,40.43,17.61,7.38,3
Spring_388,118.44,91.14,32.85,28.44,13.95,15.09,76.33,135.99,53.07,73.22,18.03,8.84,109.11,68.45,3.39,8.93,1
Spring_389,85.44,77.34,58.74,24.65,11.47,11.67,118.49,193.79,43.67,55.1,16.34,17.0,190.92,16.38,10.03,5.04,2
Spring_390,114.82,73.02,41.33,24.53,13.34,12.42,121.31,149.84,61.05,62.04,14.06,12.62,298.24,52.08,17.05,8.27,4
Spring_391,87.32,95.2,61.26,28.3,16.75,14.32,84.23,145.23,75.42,62.64,11.69,17.38,282.15,49.51,11.26,7.11,5
Spring_392,112.52,99.04,25.88,27.43,12.29,11.0,114.53,167.43,53.63,69.62,17.25,21.06,109.26,38.35,17.58,6.89,4
Spring_393,109.92,90.95,45.22,20.36,17.83,16.59,90.24,152.09,76.79,78.45,16.91,14.55,428.81,44.9,11.31,7.56,2
Spring_394,110.16,89.13,36.35,26.07,14.38,13.43,100.75,129.45,77.07,67.98,14.46,17.92,400.98,52.96,4.68,5.41,5
Spring_395,88.55,95.09,48.4,25.29,10.7,11.62,113.44,131.93,58.18,62.02,18.14,14.81,171.18,6.13,10.15,6.29,5
Spring_396,102.94,95.24,65.85,29.82,11.51,12.94,101.47,146.73,41.12,70.68,18.96,14.26,122.2,2.61,15.16,8.82,4
Spring_397,93.99,81.09,46.35,23.66,18.77,13.15,83.99,155.71,41.73,54.67,17.21,12.51,103.19,8.32,18.98,8.06,3
Spring_398,110.72,85.35,48.2,24.66,12.23,10.38,100.37,181.76,66.53,51.59,19.83,8.26,225.54,63.89,9.38,6.44,4
Spring_399,116.34,78.65,43.72,25.91,12.62,17.0,101.37,132.44,67.39,68.26,11.88,21.51,421.64,43.72,9.65,6.64,2
Spring_400,87.84,88.62,45.66,23.25,12.73,10.83,83.39,155.86,53.05,76.21,18.45,16.96,485.76,66.4,14.38,7.93,5
Spring_401,108.97,80.81,36.7,20.9,17.91,17.14,76.62,155.96,76.45,57.65,18.37,18.52,150.64,57.44,3.36,5.51,2
Spring_402,103.85,84.06,49.76,26.56,13.27,19.36,96.16,153.86,79.11,77.25,12.89,8.08,135.7,68.8,11.37,8.81,5
Spring_403,101.41,81.9,49.51,24.19,14.9,19.28,122.33,161.67,45.89,68.18,14.0,23.94,119.59,1.47,12.42,5.05,3
Spring_404,79.98,74.78,67.28,23.38,11.56,19.08,82.31,173.47,73.32,58.34,13.87,17.74,163.99,14.06,9.22,7.02,3
Spring_405,116.9,75.51,45.42,22.36,18.5,19.12,83.8,159.0,58.93,60.51,19.04,15.05,201.7,42.98,11.86,8.42,1
Spring_406,103.67,95.46,36.3,29.88,15.63,16.38,118.63,128.24,59.47,63.73,19.78,16.06,124.39,69.74,19.63,8.51,2
Spring_407,122.86,83.53,60.34,24.1,16.82,15.03,118.6,192.75,77.99,58.62,20.0,8.58,121.34,8.99,7.87,5.85,4
Spring_408,102.89,90.3,43.11,20.88,12.53,14.93,123.84,136.1,64.0,72.98,14.92,10.98,316.72,54.49,17.84,7.67,2
Spring_409,112.69,80.8,62.54,27.68,18.68,17.29,85.68,168.83,54.12,74.21,15.44,17.93,247.67,45.35,7.57,8.0,5
Spring_410,82.37,71.71,26.78,29.53,12.87,18.75,120.34,153.34,70.97,56.57,16.53,15.84,213.82,62.91,6.93,7.65,4
Spring_411,90.46,86.69,58.8,26.65,16.88,15.45,92.05,135.35,43.71,63.47,10.1,8.35,359.92,59.56,9.04,8.32,4
Spring_412,122.05,98.16,31.71,27.44,16.41,10.02,82.18,191.29,61.12,64.61,11.55,22.64,157.15,46.82,10.39,8.01,2
Spring_413,94.72,94.79,46.71,22.83,17.11,18.17,110.45,168.7,46.63,60.82,13.91,10.81,383.34,42.61,9.39,8.46,2
Spring_414,121.85,70.22,63.29,26.3,19.6,14.95,93.35,191.08,64.51,79.43,14.08,8.03,241.96,47.45,15.82,6.68,5
Spring_415,114.43,72.08,55.04,26.21,11.5,14.37,111.03,170.63,77.65,55.53,12.99,19.88,436.21,70.58,9.47,5.5,4
Spring_416,90.81,93.86,67.43,20.87,17.54,19.05,99.14,163.56,76.39,67.13,14.36,18.82,451.17,42.5,5.36,6.6,2
Spring_417,87.38,97.72,36.62,28.54,13.32,19.89,97.87,199.7,43.54,75.09,16.66,22.61,128.21,41.95,18.78,8.01,3
Spring_418,110.27,86.18,42.97,25.79,13.4,14.05,87.2,148.71,56.9,65.22,17.69,10.28,127.76,37.43,9.7,5.32,2
Spring_419,113.57,71.28,29.87,20.13,19.49,17.17,99.23,184.25,57.46,67.49,11.38,9.59,130.96,60.76,15.97,6.77,5
Spring_420,76.4,97.76,55.02,26.43,13.51,14.52,84.23,175.15,44.17,75.48,10.76,12.49,256.55,38.6,3.3,8.78,5
Spring_421,92.95,80.82,40.4,28.34,11.29,19.88,85.12,198.29,74.21,72.46,17.87,11.61,496.67,33.59,6.69,5.12,4
Spring_422,123.0,87.64,26.78,24.56,10.25,15.39,84.92,180.34,63.81,73.16,17.02,12.98,288.54,1.31,4.34,5.77,4
Spring_423,119.54,90.28,33.32,21.57,18.91,13.26,117.68,137.39,51.88,68.72,14.58,23.08,154.65,50.19,4.35,7.01,2
Spring_424,114.14,86.39,27.5,29.86,17.18,19.4,90.67,186.88,79.73,60.82,19.31,17.45,424.33,53.69,15.0,8.41,4
Spring_425,81.54,81.55,52.37,24.42,16.22,15.95,124.67,144.44,62.09,75.47,17.62,15.19,403.12,28.96,14.06,7.35,4
Spring_426,116.35,96.17,69.39,28.19,16.54,17.87,84.84,195.53,45.19,58.02,12.99,14.52,263.56,9.02,12.09,6.23,3
Spring_427,115.25,97.98,32.72,27.83,16.13,18.45,89.41,155.53,78.84,72.41,19.29,15.62,244.22,7.57,13.18,6.93,5
Spring_428,88.38,85.96,48.37,20.42,13.56,12.88,122.03,159.64,55.31,50.53,13.7,20.49,131.95,60.33,19.62,7.8,1
Spring_429,111.75,78.37,26.71,27.32,14.7,14.78,112.96,170.1,72.21,61.97,15.38,9.59,273.52,2.72,13.89,6.15,2
Spring_430,95.58,71.47,31.06,29.18,13.6,11.11,117.18,166.01,64.5,59.62,17.05,8.76,383.82,58.47,9.52,6.59,5
Spring_431,84.24,85.13,66.97,27.78,13.72,17.38,111.29,173.79,40.72,62.12,16.85,12.57,338.44,69.36,3.27,5.79,2
Spring_432,82.13,91.56,30.71,27.61,10.1,10.5,119.85,144.25,57.77,72.1,17.34,13.38,306.75,30.25,10.96,7.23,2
Spring_433,86.4,73.35,59.03,27.58,13.09,19.43,77.6,185.66,66.54,59.14,15.2,23.4,327.71,4.52,5.28,5.33,3
Spring_434,110.77,77.8,31.22,22.0,16.24,15.09,101.53,194.22,54.6,73.51,14.26,18.6,485.85,43.16,16.2,7.6,5
Spring_435,111.4,94.71,32.31,23.02,16.27,11.84,87.9,182.44,45.43,76.29,13.77,9.72,440.3,66.17,13.26,6.09,4
Spring_436,102.78,94.47,28.76,24.49,19.09,14.22,90.7,162.2,63.83,54.02,10.87,20.84,171.04,40.55,5.61,7.83,3
Spring_437,91.53,98.71,47.15,28.01,15.16,16.01,88.16,170.26,56.47,58.63,19.8,14.61,299.49,23.21,6.8,7.86,2
Spring_438,105.75,70.39,36.21,26.5,13.88,16.52,93.42,184.9,72.26,65.92,19.57,9.87,118.06,60.3,4.79,7.38,1
Spring_439,92.69,91.0,32.97,28.47,17.49,18.7,112.21,183.74,78.39,70.99,13.55,12.04,284.74,63.18,7.2,7.69,2
Spring_440,101.13,90.54,46.41,28.94,19.93,18.79,80.43,189.92,41.36,73.86,16.85,17.82,186.24,55.44,9.16,5.13,3
Spring_441,91.93,73.2,66.27,28.86,15.77,19.58,80.72,168.98,79.61,65.76,11.88,19.12,155.5,47.37,3.64,6.06,3
Spring_442,79.26,96.51,65.09,27.85,10.53,15.94,121.09,149.14,64.77,61.19,17.82,13.09,351.24,45.41,14.6,7.47,1
Spring_443,113.44,71.96,45.14,20.68,17.91,19.39,77.3,176.58,65.66,50.12,18.67,21.61,136.65,66.84,17.16,5.2,3
Spring_444,88.99,83.78,49.6,26.29,11.49,18.36,89.1,152.03,57.7,51.08,15.23,14.85,187.73,4.07,12.25,6.39,1
Spring_445,113.37,75.48,46.39,27.68,16.05,13.43,121.63,153.12,69.25,51.33,16.37,20.47,436.97,31.69,9.43,7.63,1
Spring_446,78.09,95.54,44.5,22.84,15.08,12.07,121.4,182.8,64.24,67.62,18.51,18.36,448.67,61.49,5.11,8.38,2
Spring_447,106.81,94.95,62.65,25.6,12.19,17.28,104.21,178.54,56.99,57.12,19.91,21.83,297.0,28.3,8.56,6.89,1
Spring_448,97.77,90.22,64.95,23.34,16.69,15.73,95.72,161.17,49.28,63.11,17.75,12.33,316.69,16.54,17.84,5.24,4
Spring_449,76.07,73.71,65.69,23.56,15.28,16.07,75.57,184.17,76.74,63.22,17.99,23.45,129.95,35.65,4.13,6.33,5
Spring_450,105.85,99.15,59.28,24.7,14.69,13.38,117.08,187.06,78.04,72.26,10.99,15.62,338.97,69.48,2.11,8.28,5
Spring_451,105.42,95.97,38.65,27.91,10.64,17.42,115.19,173.12,55.79,76.3,12.78,20.51,207.37,14.95,17.21,6.34,4
Spring_452,76.28,72.45,57.03,27.08,17.21,10.99,77.46,193.25,66.57,68.11,11.4,18.76,251.75,12.32,17.78,5.5,3
Spring_453,109.26,74.97,66.28,27.28,17.79,13.29,89.26,191.53,54.94,64.08,17.77,11.11,143.8,39.3,6.53,7.33,2
Spring_454,76.39,74.17,61.4,29.61,19.42,10.92,88.84,166.8,60.94,79.85,18.16,22.25,250.26,9.94,12.93,7.1,4
Spring_455,81.32,75.07,39.17,24.79,14.6,14.1,97.01,145.95,69.46,51.24,19.59,13.89,414.28,45.62,10.89,6.9,4
Spring_456,106.14,87.34,32.96,29.79,10.66,19.66,121.35,128.72,76.94,51.7,17.45,11.35,356.75,9.51,11.87,8.76,2
Spring_457,99.12,73.03,34.75,24.84,13.25,10.96,104.81,146.19,50.81,65.46,15.36,10.41,253.42,5.35,13.8,7.74,3
Spring_458,103.16,73.99,30.11,22.82,15.36,13.67,117.5,153.75,47.53,59.84,17.45,19.98,172.75,12.19,19.2,6.08,1
Spring_459,103.38,83.45,28.58,24.13,15.81,18.22,124.76,167.12,72.7,73.75,15.83,15.27,394.95,57.37,7.57,8.59,4
Spring_460,90.44,74.42,35.0,24.94,19.35,17.18,120.2,144.57,51.27,54.55,15.9,12.21,454.12,20.29,6.09,6.25,5
Spring_461,117.37,87.64,44.03,29.96,11.0,15.59,114.66,150.55,74.72,56.54,13.2,14.09,166.49,52.4,17.33,6.3,1
Spring_462,110.67,91.82,47.57,20.16,19.52,14.47,113.79,153.63,79.42,76.49,12.56,11.94,375.04,19.88,19.75,5.16,2
Spring_463,101.82,97.73,47.88,21.57,10.06,14.17,93.59,155.01,40.36,78.14,12.32,13.92,323.37,70.96,15.14,7.51,2
Spring_464,99.03,79.26,40.94,22.34,15.74,17.35,97.64,182.7,70.58,77.01,16.32,20.06,250.56,8.11,12.05,7.67,4
Spring_465,122.75,96.67,39.12,21.49,18.78,15.55,98.85,157.07,73.05,70.06,15.53,22.24,129.36,36.31,17.14,6.87,2
Spring_466,102.0,74.26,67.55,22.16,12.36,19.32,85.06,185.17,61.03,64.28,12.9,14.18,283.83,54.52,11.75,5.53,4
Spring_467,112.26,81.82,36.27,25.85,18.57,15.11,111.96,198.45,68.37,79.46,18.12,22.43,105.63,17.96,17.22,5.6,2
Spring_468,77.39,99.13,32.58,26.61,18.35,15.85,96.09,161.49,53.52,78.27,11.63,15.61,354.98,41.99,3.49,7.01,2
Spring_469,99.38,76.52,41.74,22.07,10.55,18.45,75.84,171.97,46.03,50.12,11.02,15.08,492.79,14.09,19.4,8.23,3
Spring_470,120.77,72.46,64.71,26.86,13.87,11.65,115.02,138.37,56.96,57.65,16.22,8.69,333.95,61.07,13.24,7.9,1
Spring_471,96.76,73.5,48.96,28.41,17.18,19.6,102.92,162.68,44.54,65.48,11.85,21.88,434.91,51.92,18.92,6.7,5
Spring_472,121.33,85.8,51.06,21.85,13.52,19.14,122.59,198.65,72.92,51.92,19.03,8.88,277.01,73.7,13.76,7.62,5
Spring_473,94.5,75.98,60.93,29.54,14.19,19.65,81.48,165.33,72.39,70.29,11.32,20.75,418.06,0.84,5.91,5.28,5
Spring_474,120.98,93.04,26.89,25.84,11.82,19.8,81.02,153.46,50.17,60.83,16.43,13.09,404.51,64.78,11.23,7.81,4
Spring_475,104.16,92.53,50.43,22.76,14.62,16.62,102.22,168.64,44.18,71.19,16.94,21.32,474.83,31.12,12.53,7.24,3
Spring_476,82.81,80.28,47.58,21.06,16.45,14.82,106.14,168.7,59.45,62.56,10.06,9.66,190.37,38.71,13.61,8.9,1
Spring_477,83.2,90.65,61.43,21.75,16.81,16.54,97.6,150.46,51.76,70.98,18.88,19.89,289.22,20.48,15.89,5.34,1
Spring_478,108.43,92.18,37.07,24.1,15.42,13.31,87.36,141.97,62.0,54.15,10.9,19.3,259.35,20.21,6.9,7.04,5
Spring_479,120.56,80.62,26.54,24.67,12.33,15.74,97.97,162.86,68.36,71.02,10.15,10.94,145.55,73.42,17.75,8.47,2
Spring_480,94.12,92.88,47.95,29.26,19.43,17.61,117.85,129.05,59.41,74.79,14.19,18.58,471.42,56.45,18.94,7.16,2
Spring_481,80.33,95.57,52.01,23.15,11.49,18.34,118.92,191.23,63.43,77.33,17.02,20.63,278.05,62.08,3.56,5.09,5
Spring_482,108.45,99.22,37.83,28.32,13.84,19.83,109.26,137.54,43.91,71.09,11.23,10.09,172.86,42.13,3.3,8.34,1
Spring_483,123.97,83.31,46.32,25.78,12.11,12.82,113.17,181.66,57.94,77.37,14.59,15.82,268.86,28.38,15.55,6.96,3
Spring_484,113.91,77.44,39.65,22.6,17.8,14.94,101.39,189.22,55.19,53.42,14.62,22.26,108.64,70.6,2.65,8.06,1
Spring_485,122.42,77.73,38.68,20.14,12.81,13.79,92.5,152.85,61.02,70.52,10.52,16.44,271.8,49.58,13.79,5.91,5
Spring_486,78.33,85.5,41.63,28.74,11.81,12.09,118.68,194.94,51.47,63.96,13.76,9.6,409.98,13.7,11.39,7.05,3
Spring_487,78.35,80.74,42.49,20.03,16.65,12.15,78.26,187.5,68.54,72.53,10.64,8.95,139.52,39.31,18.26,8.32,3
Spring_488,94.72,85.9,54.11,27.4,11.98,11.01,88.81,133.97,69.15,78.2,19.01,14.53,119.27,54.57,16.87,6.75,2
Spring_489,88.74,70.9,62.91,21.53,17.39,10.32,117.82,175.77,77.37,67.23,18.21,23.8,113.6,17.82,2.23,5.52,3
Spring_490,122.25,99.01,61.32,25.8,14.93,16.39,88.43,144.32,76.29,73.42,16.42,23.2,251.96,67.75,3.47,6.52,2
Spring_491,86.77,74.47,56.39,24.47,12.58,12.53,92.59,149.9,72.14,61.67,11.56,9.95,213.68,71.89,14.05,8.97,3
Spring_492,83.39,80.57,32.15,21.91,14.6,17.88,114.08,195.62,60.33,74.11,17.01,9.39,159.04,61.46,19.18,6.79,1
Spring_493,88.48,79.11,52.75,23.88,13.77,10.96,110.56,147.84,66.37,66.28,10.23,23.88,376.73,35.4,11.29,5.93,1
Spring_494,88.81,90.78,34.68,25.42,16.08,11.06,75.01,177.86,61.05,51.6,19.35,22.88,342.07,5.27,18.69,6.4,5
Spring_495,92.86,84.6,59.84,29.41,12.05,16.09,95.19,128.96,44.34,56.58,18.26,9.79,102.88,23.9,9.94,5.25,3
Spring_496,113.19,96.62,34.69,29.39,13.03,16.08,93.97,149.31,71.7,77.5,13.57,12.46,489.37,54.67,10.97,7.91,4
Spring_497,94.65,89.4,47.51,25.76,12.53,18.0,100.47,163.31,45.59,67.86,18.21,18.0,255.77,24.47,14.72,7.31,4
Spring_498,80.71,70.58,63.02,26.23,16.92,12.86,118.73,199.31,46.45,71.96,19.21,15.57,473.48,46.88,4.64,8.63,1
Spring_499,99.71,86.88,32.88,26.25,19.79,15.91,110.83,152.81,49.07,58.42,18.77,11.8,442.7,60.57,19.17,7.52,2
Spring_500,100.54,79.36,62.25,21.2,10.8,16.57,105.66,183.18,60.82,61.21,16.62,14.36,301.63,59.63,9.11,7.61,2
Spring_501,79.62,85.48,67.47,28.66,16.3,11.49,114.57,195.21,73.94,69.2,10.27,22.6,154.14,1.19,16.83,7.4,5
Spring_502,95.44,77.06,29.31,28.8,10.71,13.71,97.06,159.5,48.48,75.99,13.16,16.02,282.44,61.66,6.69,5.28,2
Spring_503,108.03,94.29,61.7,21.93,13.14,15.45,107.64,126.75,54.37,58.82,15.03,23.24,112.86,32.05,16.17,5.17,3
Spring_504,95.09,72.87,62.88,25.35,15.34,13.83,122.37,126.57,57.83,67.64,17.72,8.82,335.25,16.06,15.17,5.96,5
Spring_505,81.44,93.94,30.02,20.37,19.07,15.19,77.4,158.99,78.29,75.93,15.35,18.23,339.59,37.41,16.2,7.5,2
Spring_506,124.33,88.44,62.58,25.53,15.89,18.64,111.33,191.38,70.45,55.85,11.48,17.74,459.93,11.4,7.89,5.46,5
Spring_507,96.25,72.39,61.9,25.26,13.54,14.55,104.01,131.83,71.85,78.99,12.91,10.46,342.17,38.21,17.68,6.43,5
Spring_508,119.86,92.53,41.44,21.8,15.27,10.96,122.82,181.05,47.45,54.87,19.66,9.5,428.93,67.19,9.84,5.56,2
Spring_509,76.55,81.41,29.69,20.22,16.85,14.71,120.15,193.55,62.57,65.76,11.54,23.3,120.57,4.4,16.06,6.99,1
Spring_510,110.38,89.0,54.52,21.04,12.54,16.66,82.31,174.67,46.92,73.57,15.04,15.92,170.41,22.0,8.44,6.78,5
Spring_511,108.92,95.1,47.43,21.37,16.74,10.24,101.22,196.39,53.3,76.93,17.71,22.69,476.13,52.46,2.03,5.3,3
Spring_512,87.38,90.72,61.61,28.41,19.83,18.82,118.35,154.87,50.01,57.34,10.11,15.2,153.76,65.7,4.01,7.2,1
Spring_513,108.44,75.29,32.13,20.02,15.11,18.73,95.66,138.74,65.36,57.6,12.08,8.7,473.83,15.0,13.47,8.65,2
Spring_514,90.32,73.68,41.74,28.94,14.75,14.55,120.83,176.0,63.87,60.02,14.99,17.02,436.53,55.81,4.02,5.41,1
Spring_515,104.36,76.44,40.32,28.46,16.58,11.71,81.95,165.73,76.55,62.39,16.53,13.52,442.69,66.17,16.2,5.01,1
Spring_516,99.75,90.43,54.16,26.69,15.42,12.17,81.46,174.55,71.73,75.89,11.6,8.54,373.16,6.23,6.62,8.4,2
Spring_517,96.43,79.7,60.93,22.5,18.73,10.64,117.04,155.38,40.88,64.69,16.77,11.02,270.36,33.61,12.97,5.67,3
Spring_518,106.07,71.28,28.64,28.8,10.17,16.14,122.7,160.26,66.46,56.0,11.15,10.25,241.77,12.65,4.16,5.98,5
Spring_519,89.56,74.92,69.02,26.74,19.69,12.71,120.48,183.57,77.35,59.75,18.52,10.27,453.42,57.14,17.66,8.41,3
Spring_520,96.65,80.48,41.13,27.86,14.72,17.65,124.72,169.06,49.33,61.55,17.13,17.02,473.18,69.37,9.61,8.91,1
Spring_521,97.04,83.16,40.81,21.55,13.57,19.28,76.67,184.44,61.31,52.68,17.53,17.67,322.0,32.08,8.92,6.46,2
Spring_522,87.21,80.84,33.0,23.61,13.64,19.7,100.19,168.9,46.61,78.07,11.8,18.58,201.43,8.39,19.12,7.37,4
Spring_523,78.4,70.18,56.08,23.8,10.88,17.39,93.23,162.91,47.06,57.88,13.36,17.58,262.68,43.05,6.96,5.41,5
Spring_524,91.32,96.2,33.97,20.25,19.57,12.73,102.86,155.73,68.02,74.98,16.83,16.84,267.75,60.74,7.18,5.86,5
Spring_525,100.65,73.99,40.12,21.85,15.9,10.22,111.14,177.47,59.8,78.47,18.55,20.36,336.05,11.23,18.3,7.99,4
Spring_526,104.54,91.04,41.78,24.92,19.2,13.47,93.81,137.39,52.68,67.29,17.01,13.36,277.73,47.86,2.83,5.32,1
Spring_527,99.51,80.58,57.89,21.67,16.86,17.39,84.43,179.4,43.67,67.86,17.54,21.99,370.3,69.41,19.82,7.55,1
Spring_528,112.8,88.09,28.69,20.25,18.72,15.33,87.29,133.59,61.48,72.31,17.27,20.44,328.76,43.96,2.27,5.2,2
Spring_529,110.09,86.2,28.39,27.51,17.22,14.94,98.99,125.07,54.62,60.21,15.11,11.13,155.95,15.63,13.52,6.45,1
Spring_530,83.16,96.98,44.33,27.38,15.41,17.28,124.59,158.48,56.97,57.7,10.08,13.1,213.15,53.31,3.1,5.29,1
Spring_531,88.02,82.49,35.28,21.25,10.04,18.22,88.81,189.22,46.16,65.22,15.92,22.97,387.69,61.78,13.86,6.04,5
Spring_532,87.85,84.29,54.45,28.12,18.88,10.41,81.88,183.98,61.77,62.69,13.02,14.62,336.91,13.19,17.3,6.69,2
Spring_533,83.95,97.36,41.38,20.66,13.13,12.46,98.25,130.88,74.52,77.25,17.37,10.36,387.63,11.34,2.16,8.17,4
Spring_534,83.31,93.5,47.62,26.49,10.41,18.83,88.91,194.32,69.6,71.19,12.24,19.53,389.29,38.12,3.79,6.13,4
Spring_535,88.35,76.78,58.37,28.03,11.44,16.72,104.51,149.94,75.35,73.09,14.92,20.19,338.52,13.4,12.94,6.1,3
Spring_536,101.88,94.98,56.53,24.36,12.23,17.45,121.27,179.14,51.08,62.94,19.48,21.33,233.08,61.09,10.67,8.07,2
Spring_537,91.34,93.7,59.5,23.29,17.05,10.73,97.52,190.58,61.09,52.87,18.01,20.06,281.41,6.13,18.69,6.91,2
Spring_538,100.22,72.12,44.02,21.09,16.13,19.82,87.41,138.21,58.64,72.62,16.63,19.98,178.74,69.11,18.18,7.83,4
Spring_539,85.51,74.62,66.46,27.72,18.14,11.77,110.06,191.44,48.98,53.04,17.94,20.82,281.41,6.45,3.05,5.81,5
Spring_540,83.51,97.48,42.71,28.24,14.56,13.78,121.61,154.58,47.22,57.09,16.0,20.53,408.44,20.69,4.18,6.32,5
Spring_541,83.67,88.02,42.64,21.96,19.51,18.03,100.14,125.69,64.34,53.85,15.81,21.94,180.47,32.86,7.74,6.41,4
Spring_542,95.59,72.94,28.67,20.42,11.39,11.39,76.43,130.54,77.27,50.64,17.8,16.01,364.5,3.72,12.74,8.85,2
Spring_543,87.7,76.0,53.34,29.4,18.35,18.04,109.18,187.63,61.08,57.78,12.69,9.72,280.82,41.48,17.34,5.32,5
Spring_544,76.55,80.05,53.06,25.96,17.83,17.02,99.98,199.26,78.93,66.32,14.8,10.97,197.48,71.07,4.92,8.34,4
Spring_545,101.04,79.51,28.22,23.04,18.81,15.86,98.06,177.33,76.86,53.23,16.12,18.9,410.77,48.05,15.87,5.22,1
Spring_546,105.14,92.97,40.78,28.35,10.18,12.17,88.04,173.71,57.41,51.63,19.9,8.47,129.42,37.84,3.18,8.92,5
Spring_547,96.78,87.08,68.36,26.86,17.37,16.32,93.2,192.64,73.17,79.81,12.94,14.49,106.65,36.5,8.34,6.48,1
Spring_548,110.33,78.47,25.57,27.08,11.57,17.35,107.22,199.53,41.43,70.98,17.23,14.84,307.51,15.59,16.38,7.55,1
Spring_549,115.96,91.57,25.91,21.92,14.77,13.93,75.22,127.3,60.58,75.73,13.61,18.14,145.52,9.31,8.2,7.07,4
Spring_550,83.22,76.37,34.8,25.16,16.35,11.6,77.63,192.46,75.28,72.16,11.09,19.61,177.61,50.02,3.23,7.95,3
Spring_551,101.77,95.03,45.26,23.85,19.25,16.86,106.66,148.88,73.43,77.66,12.72,10.87,143.45,3.33,17.47,5.42,5
Spring_552,119.97,77.42,62.92,24.18,14.16,13.75,100.81,171.35,64.97,53.51,15.92,10.12,162.21,60.6,13.47,5.3,4
Spring_553,99.03,77.98,42.25,29.13,17.49,13.09,88.15,165.38,61.24,53.42,16.23,20.14,307.03,6.04,3.22,7.12,3
Spring_554,88.36,98.75,43.47,24.03,19.7,14.4,123.75,191.38,68.59,79.75,13.71,9.38,121.86,11.47,15.98,6.32,5
Spring_555,81.54,98.09,29.69,29.31,15.04,11.5,118.35,177.22,68.88,65.82,17.24,23.51,441.91,6.7,17.63,6.58,4
Spring_556,93.5,76.04,39.53,23.39,11.26,11.1,115.56,183.8,71.31,75.89,14.44,23.56,426.96,0.6,16.97,6.93,5
Spring_557,113.92,92.35,62.11,25.14,15.34,15.7,96.29,185.42,67.53,77.84,19.21,19.3,299.46,33.95,3.85,5.29,2
Spring_558,94.54,99.11,44.77,20.75,18.4,12.0,88.15,135.08,55.19,65.87,13.1,9.76,179.94,50.8,18.91,5.37,2
Spring_559,103.19,96.9,65.61,25.54,12.53,16.33,110.35,144.76,71.63,56.1,19.94,9.91,445.01,20.69,18.84,6.34,5
Spring_560,115.86,89.77,55.37,25.73,17.24,11.35,85.32,152.39,44.25,76.58,15.5,16.53,170.89,68.27,6.4,7.3,1
Spring_561,100.33,82.24,28.28,25.09,18.33,19.9,90.53,198.23,54.85,68.72,18.46,18.48,228.04,21.68,15.82,5.46,2
Spring_562,95.56,94.12,48.81,22.55,12.0,12.28,87.57,194.51,58.52,57.87,12.1,12.87,202.35,57.19,16.24,7.44,3
Spring_563,118.28,96.68,68.22,25.61,15.23,15.43,90.13,144.01,43.61,62.11,14.41,19.78,203.33,51.08,17.24,8.16,1
Spring_564,123.73,89.86,53.55,24.73,16.77,13.47,76.02,128.56,56.28,71.8,13.31,10.2,198.32,59.8,19.58,8.01,2
Spring_565,75.88,84.35,53.63,29.79,19.75,12.27,79.7,164.23,44.75,76.99,13.33,17.24,101.88,73.38,18.56,5.39,2
Spring_566,122.16,75.8,34.86,25.09,16.59,10.91,120.1,184.19,58.33,68.37,14.16,16.1,361.05,39.75,14.66,7.89,5
Spring_567,96.59,95.67,50.72,24.17,15.46,12.12,86.79,162.8,69.6,73.32,10.73,20.35,141.12,64.68,8.49,7.79,4
Spring_568,76.51,99.71,64.08,20.48,12.78,11.22,110.72,132.43,69.59,60.4,16.8,18.38,251.08,10.26,2.41,8.3,3
Spring_569,100.43,74.84,35.39,27.84,12.57,10.59,96.01,138.81,62.28,70.97,11.82,22.72,301.15,15.7,8.17,8.58,1
Spring_570,75.01,84.81,66.7,23.64,16.7,14.19,97.69,146.65,51.45,64.18,10.54,14.52,155.47,74.69,14.31,6.8,1
Spring_571,104.36,91.72,32.43,25.8,12.25,15.16,98.49,192.18,57.69,50.17,16.52,19.45,248.57,68.53,18.35,8.75,4
Spring_572,85.17,87.88,51.2,28.65,13.45,19.52,96.63,158.65,72.76,74.06,16.79,10.66,194.14,27.94,12.86,6.96,3
Spring_573,112.16,77.17,45.44,23.02,15.07,16.05,78.34,152.24,43.96,62.22,17.58,23.19,193.28,73.98,10.55,5.13,5
Spring_574,102.48,93.7,40.6,21.51,14.17,11.57,114.72,175.83,67.15,58.39,14.97,14.68,212.29,1.38,6.0,7.6,4
Spring_575,114.01,70.17,55.64,21.82,13.22,10.3,112.56,135.39,77.12,56.76,13.3,14.59,234.06,32.73,12.1,8.49,2
Spring_576,89.51,76.78,30.1,29.88,19.1,15.73,78.31,161.18,45.15,52.15,16.33,13.48,385.92,12.2,8.25,8.39,1
Spring_577,103.3,91.3,57.77,29.21,12.0,10.89,100.34,173.9,60.15,73.57,15.79,19.05,222.44,53.53,9.96,6.68,5
Spring_578,121.47,84.77,38.91,28.05,19.05,18.41,121.86,156.24,76.59,79.53,11.51,13.8,409.09,49.64,6.18,7.66,3
