,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_391,101.09,85.95,43.38,25.59,14.72,18.17,105.39,164.39,72.59,62.1,19.18,16.44,465.38,33.54,3.33,8.96,2
Spring_392,112.64,99.17,29.47,27.94,18.65,13.81,90.27,182.19,70.0,72.32,13.97,11.57,216.33,26.13,17.16,5.91,3
Spring_393,98.25,90.26,38.64,22.62,14.13,15.24,120.17,172.41,71.56,76.87,14.8,23.84,146.23,50.95,19.65,5.48,5
Spring_394,89.04,78.78,51.41,20.36,18.89,19.76,123.56,156.52,75.32,67.65,16.63,17.73,211.69,44.03,12.27,8.74,1
Spring_395,75.49,92.48,46.39,29.93,10.25,16.54,92.93,196.63,50.42,50.44,17.7,22.87,170.22,44.95,13.84,5.69,1
Spring_396,83.39,80.23,44.47,23.54,12.9,10.47,103.57,182.7,62.78,68.77,10.54,11.08,343.84,44.51,2.47,8.32,2
Spring_397,102.17,84.88,49.82,24.66,16.07,15.01,110.17,174.38,67.78,73.85,11.34,16.91,331.88,39.62,13.02,7.55,1
Spring_398,106.72,84.35,54.31,27.5,17.48,15.48,102.06,128.06,56.26,58.21,16.93,20.14,489.6,46.84,18.21,8.29,4
Spring_399,91.57,97.68,29.02,28.88,11.97,10.83,92.73,164.29,74.2,58.07,14.85,11.91,323.37,74.26,16.25,8.29,5
Spring_400,96.2,92.87,34.56,23.18,11.65,10.32,86.22,157.4,54.47,57.5,12.26,21.08,256.4,50.75,19.76,5.11,2
Spring_401,90.64,91.42,49.75,22.43,18.13,16.5,93.23,139.2,48.96,73.4,19.51,22.71,490.17,41.12,12.86,5.05,3
Spring_402,88.46,91.02,59.83,25.76,16.74,14.62,98.69,171.25,63.82,71.35,19.53,10.33,478.91,21.13,8.2,5.6,five
Spring_403,103.09,78.17,44.46,26.46,17.73,15.56,75.27,141.02,56.97,50.69,14.71,10.27,363.77,44.64,11.28,7.33,4
Spring_404,97.4,91.31,65.11,28.81,17.44,18.73,115.01,127.74,54.68,60.64,16.03,8.93,361.36,20.64,8.91,8.34,4
Spring_405,81.65,98.13,39.62,27.26,14.77,18.47,115.46,154.58,40.93,72.1,12.96,13.86,148.28,21.95,13.52,5.28,2
Spring_406,87.26,77.25,47.68,26.66,16.34,11.87,82.15,175.31,66.13,79.54,13.32,21.0,198.33,60.17,16.36,7.83,5
Spring_407,97.78,77.75,37.51,26.55,16.4,18.58,82.37,198.16,50.63,72.77,16.95,12.6,417.39,39.63,11.3,7.46,2
Spring_408,101.39,74.84,43.54,20.96,17.59,14.02,122.7,186.05,61.21,52.9,13.38,11.3,174.1,49.37,8.12,8.75,2
Spring_409,77.59,98.38,49.18,21.77,19.78,10.19,80.74,155.08,75.08,63.24,13.63,8.17,326.98,13.79,15.4,7.81,3
Spring_410,75.34,97.65,56.99,20.06,13.22,18.48,119.11,166.51,66.41,78.55,14.9,17.96,467.14,43.27,18.78,8.21,1
Spring_411,120.61,81.98,66.16,21.19,12.86,19.1,113.84,176.1,77.01,61.64,10.22,12.01,363.31,12.24,7.62,8.35,5
Spring_412,109.34,88.77,30.34,21.96,15.94,16.93,102.84,193.84,79.91,58.01,12.0,10.24,179.18,10.13,19.24,7.94,4
Spring_413,97.99,88.66,26.9,24.01,11.77,19.93,112.0,188.08,79.22,64.18,18.87,22.33,347.7,48.82,3.98,7.29,1
Spring_414,78.59,96.21,31.24,23.68,16.47,10.01,99.68,153.2,55.36,64.17,15.13,13.66,210.2,73.12,7.49,6.63,3
Spring_415,101.38,93.58,26.53,22.89,11.04,18.87,107.74,171.05,56.03,69.35,17.09,17.6,137.55,28.25,16.91,5.08,2
Spring_416,77.18,83.88,31.0,28.11,11.71,18.15,91.56,189.4,51.96,63.06,18.76,10.21,109.09,64.24,9.3,8.68,1
Spring_417,90.35,78.24,28.14,23.24,17.55,11.63,124.13,129.95,73.42,67.76,15.83,21.64,344.6,58.02,17.47,8.42,5
Spring_418,110.83,85.85,67.39,20.99,18.34,15.34,82.04,151.22,67.1,64.67,14.38,11.42,447.93,8.13,19.9,5.16,5
Spring_419,88.96,72.24,36.63,22.79,10.04,10.06,82.49,134.64,68.13,53.48,16.08,14.3,494.0,41.34,9.32,8.49,2
Spring_420,107.11,93.04,42.28,22.35,13.62,17.28,105.65,196.97,75.16,58.02,10.78,20.04,290.22,66.56,16.36,6.09,1
Spring_421,107.69,99.6,51.26,24.9,12.86,10.91,104.45,183.96,74.24,52.99,15.5,10.82,223.54,4.03,13.81,5.53,5
Spring_422,124.49,80.58,45.25,23.6,13.28,19.58,121.17,162.9,66.35,55.19,12.65,23.92,364.3,55.11,13.05,8.14,3
Spring_423,86.09,96.37,25.58,24.78,19.37,19.68,119.46,154.8,62.2,50.26,14.6,10.86,428.08,1.48,14.1,8.09,2
Spring_424,78.42,97.77,51.7,23.14,17.01,14.78,88.66,159.46,75.43,70.82,19.79,15.98,215.48,67.76,16.35,7.42,4
Spring_425,115.86,94.05,67.81,27.04,11.4,16.52,110.57,173.99,69.06,61.02,10.16,15.22,201.43,74.44,10.44,8.12,3
Spring_426,115.52,74.33,33.83,20.68,12.9,13.16,100.56,178.72,56.94,79.55,19.01,14.5,185.29,43.44,6.74,7.12,5
Spring_427,108.58,80.43,66.49,20.67,11.02,11.58,110.68,164.05,63.0,58.36,19.44,10.24,325.51,34.64,4.88,7.06,2
Spring_428,75.39,77.8,63.26,24.67,15.38,18.56,77.23,198.03,63.75,72.64,13.44,15.82,341.57,47.54,8.15,7.67,3
Spring_429,110.74,87.42,42.79,22.78,11.67,10.98,108.61,175.47,49.86,59.02,10.49,12.19,298.19,18.75,11.53,7.9,4
Spring_430,78.59,71.85,35.19,27.5,17.89,11.02,83.56,171.44,72.57,59.7,18.25,17.12,299.85,5.25,2.82,8.16,2
Spring_431,119.27,76.24,66.93,22.57,15.13,10.04,95.83,178.44,74.05,60.84,19.39,9.03,262.65,12.12,17.2,6.18,1
Spring_432,75.8,74.02,48.33,27.9,14.36,12.55,102.57,198.51,42.95,78.83,15.69,22.65,476.31,66.77,17.31,6.15,4
Spring_433,76.21,93.39,48.9,21.56,11.35,15.6,96.4,174.75,64.06,66.15,16.3,21.65,410.43,74.3,14.94,5.1,3
Spring_434,123.53,99.74,27.48,22.9,19.15,19.4,116.12,157.19,69.04,52.11,16.8,16.63,415.1,3.7,14.67,5.94,1
Spring_435,107.6,90.28,54.56,29.2,11.7,19.64,97.55,158.05,79.77,52.8,14.02,20.41,260.45,4.89,13.74,5.9,1
Spring_436,110.94,85.41,40.64,27.36,12.52,18.54,80.1,181.66,63.67,71.24,16.14,11.69,197.34,52.36,16.58,8.52,2
Spring_437,119.91,80.23,41.9,23.77,18.01,10.6,93.43,137.01,59.68,75.39,17.31,14.98,404.94,29.07,5.29,8.18,five
Spring_438,99.14,85.96,55.09,24.79,17.78,14.5,89.87,184.16,51.82,70.46,17.75,18.98,171.2,74.37,10.02,8.3,two
Spring_439,117.79,74.98,50.62,28.76,10.38,11.6,116.97,195.31,72.8,64.99,18.24,22.85,426.83,42.7,17.29,5.46,2
Spring_440,105.6,85.53,61.16,26.14,15.37,14.14,100.93,177.83,60.8,55.18,11.09,16.65,268.96,10.86,8.0,7.36,5
Spring_441,123.26,73.24,32.01,29.45,15.38,18.94,75.51,183.79,51.2,59.12,15.61,14.85,169.14,3.86,2.54,6.27,3
Spring_442,114.43,90.98,69.5,23.3,14.9,16.29,86.41,175.43,48.54,76.25,15.29,17.96,465.31,34.76,12.47,5.93,two
Spring_443,101.64,86.36,56.74,27.81,17.22,19.22,109.88,127.7,55.67,77.38,18.32,12.15,426.25,1.24,3.91,5.48,1
Spring_444,85.7,77.27,67.12,27.88,15.05,13.34,121.92,190.51,60.28,74.57,17.86,17.92,263.97,1.19,6.07,7.23,3
Spring_445,103.75,82.38,31.93,20.62,18.87,18.9,88.51,163.09,70.34,74.48,19.39,21.82,463.34,74.31,10.46,6.67,3
Spring_446,87.49,96.84,37.48,23.11,10.59,17.13,109.24,161.05,57.05,76.57,13.97,19.68,440.04,44.93,2.38,5.06,1
Spring_447,118.63,99.19,37.88,21.46,13.68,15.53,96.09,135.69,46.55,73.44,13.55,23.34,281.67,20.71,11.87,7.0,2
Spring_448,98.84,92.83,39.96,26.67,15.15,15.93,117.59,165.5,72.25,67.81,17.84,23.01,399.18,34.86,3.07,8.73,1
Spring_449,76.64,89.38,54.79,29.71,11.88,19.48,96.23,179.43,55.19,68.86,11.3,21.53,122.06,65.91,4.9,6.36,3
Spring_450,82.62,72.22,25.05,24.48,15.71,18.11,114.88,185.38,48.0,60.56,18.53,18.62,279.09,20.8,13.51,6.88,1
Spring_451,76.47,94.91,51.04,23.59,15.25,12.75,123.45,141.36,65.99,77.73,14.23,18.18,330.56,51.52,11.09,8.17,1
Spring_452,121.79,93.46,40.94,23.06,12.84,16.48,122.21,199.85,77.66,53.47,12.63,15.67,406.75,67.36,7.46,7.25,4
Spring_453,119.32,88.97,28.21,29.46,12.82,16.02,81.25,174.27,69.52,75.69,11.44,20.25,183.92,39.66,13.64,8.65,2
Spring_454,120.66,77.15,64.22,23.31,11.03,15.02,109.82,163.42,61.15,70.26,16.65,10.02,127.13,59.26,16.61,7.58,5
Spring_455,100.62,82.89,52.9,23.81,10.37,17.98,106.89,168.88,65.27,76.25,15.17,9.52,436.06,12.3,14.08,5.79,5
Spring_456,93.32,71.84,61.67,28.45,15.97,16.66,79.54,175.2,67.86,55.22,16.05,17.91,133.4,29.66,7.43,8.88,4
Spring_457,106.38,72.91,42.29,25.83,16.72,11.5,85.49,181.25,64.37,63.53,17.17,8.57,364.99,20.48,19.79,6.05,2
Spring_458,116.52,96.82,31.0,28.21,15.62,11.71,105.67,137.4,46.92,69.09,16.09,10.17,406.38,8.71,9.71,8.45,2
Spring_459,89.23,91.26,27.12,23.06,11.64,10.71,83.62,162.64,54.63,58.2,12.86,18.38,394.44,70.6,10.18,8.26,5
Spring_460,80.03,93.37,52.66,24.91,19.76,16.4,84.85,131.5,74.3,65.75,12.77,22.09,437.06,65.81,20.0,5.92,2
Spring_461,97.68,88.36,26.12,20.69,18.38,12.53,90.89,146.8,49.28,79.24,19.25,10.96,149.31,55.65,17.72,6.09,3
Spring_462,118.96,77.42,66.71,25.84,14.84,17.1,108.61,125.58,49.45,66.52,11.26,9.72,416.92,46.08,5.6,5.25,1
Spring_463,89.36,73.56,58.65,26.5,16.18,16.18,104.85,155.08,53.47,78.52,14.59,16.54,217.1,19.43,14.08,7.69,2
Spring_464,79.2,95.64,64.21,25.85,19.51,14.55,81.39,188.22,78.43,67.41,12.02,11.02,421.27,70.42,6.08,8.02,3
Spring_465,120.79,84.96,33.78,26.43,12.02,14.44,118.99,157.5,58.38,79.89,14.34,8.15,489.03,74.29,2.44,5.46,4
Spring_466,116.38,96.42,42.74,27.07,13.36,14.31,92.99,149.28,74.17,64.35,15.03,10.62,478.57,50.9,2.73,5.82,1
Spring_467,106.05,88.36,46.02,29.4,19.32,18.23,103.57,155.46,41.89,66.86,14.64,8.94,339.31,52.39,8.2,8.36,5
Spring_468,103.4,81.47,48.74,25.5,14.11,14.79,78.6,144.23,64.9,53.61,14.81,21.25,317.19,12.39,12.01,7.07,5
Spring_469,101.98,76.93,37.66,26.16,10.96,12.76,108.57,132.97,72.76,67.17,10.69,13.47,420.58,51.65,8.36,5.93,5
Spring_470,101.87,80.43,60.36,24.72,17.29,19.03,111.97,132.0,76.33,52.94,14.09,13.64,182.88,74.06,14.1,5.95,1
Spring_471,86.43,94.17,34.84,24.44,17.56,11.07,88.75,136.77,79.96,65.61,19.43,20.26,440.76,47.67,11.17,5.08,1
Spring_472,105.85,81.56,34.33,20.46,17.07,17.69,109.16,132.21,64.8,57.32,13.51,9.97,177.07,16.28,12.2,5.67,3
Spring_473,109.84,78.86,69.08,24.43,16.88,18.29,118.09,129.18,69.66,55.27,14.39,18.65,156.87,45.31,11.67,7.46,5
Spring_474,123.08,86.81,56.92,20.38,13.6,12.51,83.01,128.07,47.08,76.52,14.65,9.69,117.51,70.49,18.12,8.17,2
Spring_475,119.66,72.87,47.7,21.09,14.05,17.97,89.8,174.43,64.92,76.98,10.14,15.13,427.87,46.87,2.89,5.11,1
Spring_476,82.87,86.62,42.94,23.63,14.77,14.68,114.14,143.4,75.84,63.46,10.52,19.14,433.03,43.75,15.67,7.3,3
Spring_477,107.4,98.55,52.07,22.53,11.11,16.73,124.2,164.96,43.12,69.67,15.95,18.61,499.67,38.92,2.75,8.68,1
Spring_478,102.72,92.69,27.1,22.8,18.38,13.84,112.75,130.19,67.23,77.77,13.92,10.12,295.27,7.11,18.05,8.9,5
Spring_479,116.69,91.47,65.96,23.83,19.61,19.03,100.17,142.58,57.26,57.48,17.14,16.29,375.64,6.03,6.59,6.94,4
Spring_480,82.23,84.26,57.8,26.87,19.81,10.45,93.87,130.54,41.23,54.9,19.31,23.76,293.7,73.86,6.15,6.09,1
Spring_481,108.22,82.13,53.99,29.14,11.91,19.89,124.73,184.6,79.18,64.41,17.83,10.65,141.19,60.31,11.77,8.38,5
Spring_482,81.7,82.34,31.52,20.68,14.39,17.7,100.39,195.1,44.56,62.62,13.68,18.24,300.22,32.63,17.23,7.03,4
Spring_483,93.06,85.84,44.47,22.82,18.8,13.57,111.07,127.15,72.27,69.07,11.23,21.84,407.51,16.73,12.71,5.13,5
Spring_484,116.97,79.27,53.22,23.11,18.31,19.69,84.56,168.05,73.32,64.2,11.28,19.67,389.33,5.54,18.16,6.75,2
Spring_485,77.51,83.2,37.03,21.4,10.57,17.31,96.69,128.66,79.25,79.46,10.6,23.77,127.76,71.48,4.44,8.06,1
Spring_486,75.21,98.74,43.48,22.21,12.78,19.63,115.91,166.19,67.24,78.25,19.44,23.26,127.51,12.83,2.68,5.91,5
Spring_487,103.23,85.16,50.27,24.44,16.92,15.04,104.89,151.94,48.74,53.73,14.1,21.32,323.59,55.24,6.12,5.22,2
Spring_488,93.69,74.02,37.1,26.49,12.88,11.6,114.87,180.14,46.8,71.67,14.79,16.25,498.42,3.96,8.55,7.28,1
Spring_489,99.33,84.79,32.25,27.42,10.71,12.61,103.68,190.73,66.56,62.39,16.75,10.94,460.83,33.81,18.29,6.03,5
Spring_490,77.98,79.79,51.03,22.07,15.42,18.88,97.79,164.5,70.79,68.26,16.21,19.11,415.92,0.43,7.42,5.02,5
Spring_491,88.81,89.76,61.68,21.57,16.5,12.25,113.41,139.99,46.03,58.62,17.57,21.9,260.59,62.39,8.4,8.18,2
Spring_492,108.19,90.11,41.44,21.83,13.38,18.1,91.02,150.62,52.12,74.53,16.43,15.67,166.06,74.62,10.88,6.56,4
Spring_493,111.3,81.45,47.52,29.32,10.48,15.91,104.24,197.88,43.33,62.98,13.46,14.22,284.27,28.52,17.79,8.53,3
Spring_494,76.98,96.53,29.74,21.37,17.89,11.17,85.07,162.82,47.34,70.31,15.77,9.65,462.43,8.02,19.6,7.96,5
Spring_495,80.91,90.74,62.45,24.02,12.43,13.86,80.3,164.29,62.69,59.45,16.13,11.43,329.57,45.16,13.44,5.82,4
Spring_496,78.52,72.99,36.07,27.88,11.19,16.32,87.68,181.89,45.92,56.08,19.08,9.98,397.8,28.41,14.1,5.35,4
Spring_497,90.98,77.77,51.04,29.31,19.68,17.23,104.05,182.06,45.14,77.08,19.21,10.47,203.92,5.57,3.02,8.98,2
Spring_498,86.72,99.9,49.86,24.71,15.11,18.42,112.84,146.33,57.73,77.11,13.84,20.04,437.91,15.66,6.22,8.14,5
Spring_499,85.76,75.84,55.0,22.04,16.66,11.5,75.53,155.01,57.67,60.53,11.46,21.57,234.31,67.66,14.07,6.76,1
Spring_500,90.23,87.09,56.3,22.92,15.42,18.13,79.62,170.31,57.34,71.43,14.71,8.83,322.38,52.29,13.16,6.93,5
Spring_501,87.02,89.88,56.89,25.06,15.94,15.81,90.0,173.85,77.1,74.65,16.39,22.68,477.47,55.76,13.59,6.54,2
Spring_502,121.22,79.23,38.65,23.43,15.37,10.16,103.56,155.87,69.51,59.87,13.64,23.07,355.32,1.14,9.09,7.66,4
Spring_503,82.4,89.89,67.1,22.61,12.78,18.8,78.77,195.07,70.1,66.68,11.66,12.26,276.33,17.05,8.08,6.91,1
Spring_504,96.76,75.6,35.39,24.31,14.77,10.86,103.77,141.6,55.57,70.5,14.83,14.88,413.56,46.52,9.4,8.48,2
Spring_505,87.54,78.37,34.83,22.4,13.74,15.98,105.42,163.99,74.74,65.94,11.0,9.54,193.59,67.62,2.04,6.82,1
Spring_506,122.24,85.65,62.11,26.92,12.9,17.72,88.92,127.43,46.27,51.42,11.88,19.19,254.77,27.34,2.18,6.9,3
Spring_507,112.1,86.5,52.11,21.32,18.44,13.03,119.27,130.24,61.77,64.44,15.79,20.61,450.94,50.13,13.43,5.43,1
Spring_508,123.02,85.94,34.23,27.65,13.84,16.92,123.74,149.76,70.33,69.26,18.65,14.49,257.58,36.78,9.61,5.09,1
Spring_509,90.08,76.65,40.59,28.79,14.36,14.88,76.6,193.67,49.85,57.13,12.2,17.19,219.71,47.74,12.89,6.42,4
Spring_510,99.66,79.67,60.29,29.6,19.76,13.53,101.26,134.77,44.89,69.82,11.1,23.23,363.01,3.68,14.7,5.52,4
Spring_511,114.23,80.38,61.89,25.17,15.05,16.56,82.56,173.44,42.7,50.32,18.54,9.66,434.94,29.33,17.46,5.31,2
Spring_512,83.11,82.27,52.84,20.9,15.58,12.49,79.4,132.8,69.56,58.75,14.03,8.54,323.71,71.08,10.17,5.35,1
Spring_513,114.29,70.24,33.81,27.01,13.54,13.86,76.51,162.94,62.96,70.93,14.45,15.59,262.74,44.02,10.39,6.08,3
Spring_514,86.04,99.82,65.5,22.04,16.66,17.19,99.57,185.98,66.99,61.98,14.11,21.27,178.57,38.07,4.94,6.86,4
Spring_515,79.7,73.57,65.64,21.05,10.78,11.96,86.77,192.73,69.38,78.44,14.95,9.98,477.32,1.12,9.13,5.47,4
Spring_516,121.55,73.45,37.56,20.0,15.27,14.08,104.88,147.09,58.2,79.31,14.18,14.35,196.21,58.42,6.08,6.68,5
Spring_517,76.46,85.85,27.14,26.66,17.76,18.48,105.36,176.07,41.66,51.71,15.88,13.91,104.85,30.21,6.96,5.6,5
Spring_518,115.22,79.77,62.85,29.06,11.85,15.19,85.58,165.46,57.44,53.71,10.5,10.88,163.88,11.65,18.4,5.15,three
Spring_519,83.4,93.31,44.74,29.53,16.62,14.77,119.88,140.49,46.75,56.72,17.16,8.09,369.99,72.87,7.33,5.14,4
Spring_520,102.01,88.34,30.54,27.52,17.43,18.92,114.15,142.47,78.74,78.12,14.28,18.38,104.18,57.6,10.17,7.91,1
Spring_521,82.66,93.65,59.06,24.03,18.84,11.12,117.43,171.5,75.32,70.35,12.37,15.58,122.78,12.23,15.67,7.34,3
Spring_522,87.89,77.8,69.72,25.79,18.96,15.34,88.7,169.62,42.28,74.35,13.97,9.46,341.51,61.99,19.24,7.15,3
Spring_523,107.03,98.41,52.19,25.9,17.68,10.05,108.9,186.76,58.76,71.05,17.55,20.55,164.45,22.8,17.64,6.43,5
Spring_524,88.99,92.86,67.71,25.23,18.28,15.38,77.3,157.4,66.25,64.03,18.15,17.13,466.5,39.31,11.94,7.68,4
Spring_525,100.98,84.82,34.11,22.85,16.72,16.49,118.71,159.21,54.25,63.48,18.25,15.84,181.94,65.69,17.26,5.95,5
Spring_526,89.43,96.21,26.27,20.99,19.19,14.53,98.21,158.4,79.69,75.25,14.77,13.87,313.65,31.38,14.11,6.42,5
Spring_527,79.93,75.78,33.25,24.11,19.5,10.93,89.74,138.4,55.97,55.03,17.61,11.15,233.6,21.91,19.54,8.15,2
Spring_528,84.81,85.71,54.16,21.57,18.89,15.71,117.61,196.53,56.34,76.09,13.78,18.81,157.35,67.53,5.68,7.85,four
Spring_529,86.31,72.74,47.75,25.44,14.01,15.82,108.68,149.62,55.52,54.5,16.03,8.51,403.64,26.67,19.55,6.54,5
Spring_530,87.68,84.87,68.58,21.84,13.86,14.03,81.38,139.01,41.25,71.21,13.67,19.29,389.64,30.43,6.77,6.54,2
Spring_531,105.84,98.02,53.2,25.43,11.81,14.35,114.98,189.72,55.53,72.69,15.27,15.28,152.1,70.52,12.44,6.64,5
Spring_532,114.18,81.89,38.61,20.77,17.04,12.22,89.83,138.01,72.07,61.38,16.0,8.68,452.33,71.99,12.05,5.23,4
Spring_533,101.26,74.49,54.56,22.87,10.29,15.26,108.74,170.89,51.03,66.24,11.43,19.87,318.46,37.7,6.27,5.08,4
Spring_534,102.15,88.71,36.03,23.31,12.3,11.44,106.63,187.93,78.98,54.49,13.94,19.47,301.79,63.02,11.74,8.38,2
Spring_535,88.73,92.08,50.7,27.01,18.54,12.8,96.73,153.09,40.47,74.31,12.45,8.38,497.46,15.09,7.91,8.31,4
Spring_536,103.9,77.8,66.85,24.0,16.81,14.56,75.96,167.57,61.44,61.88,19.78,8.6,290.7,34.33,12.57,7.59,4
Spring_537,94.88,71.68,69.41,29.21,13.77,10.52,75.52,178.8,60.08,70.29,16.14,11.63,457.6,68.48,16.67,7.26,4
Spring_538,82.88,93.56,33.09,25.83,14.17,10.22,122.36,158.13,63.11,51.29,16.67,23.68,380.34,30.82,3.24,5.48,2
Spring_539,88.04,81.41,67.94,25.69,18.96,19.69,91.69,185.47,63.81,62.4,12.44,12.45,330.13,39.86,3.12,7.28,1
Spring_540,79.98,83.14,54.59,28.88,15.61,11.21,121.43,135.38,71.17,62.34,18.28,19.54,270.36,47.15,3.48,6.67,1
Spring_541,122.37,77.15,52.61,20.83,18.86,11.92,84.17,198.86,44.92,73.87,15.96,11.98,149.14,65.58,13.88,6.71,4
Spring_542,87.27,91.58,60.47,29.25,11.85,11.97,77.45,138.3,73.49,74.39,15.76,16.38,448.29,5.33,11.72,8.87,5
Spring_543,101.33,91.13,69.89,26.33,18.45,10.04,110.16,172.39,51.27,74.01,17.87,8.5,401.78,32.92,17.37,5.79,5
Spring_544,110.83,78.89,68.56,20.53,11.39,16.06,99.46,161.22,49.51,58.9,16.51,11.54,405.25,68.9,3.75,6.69,5
Spring_545,76.89,96.33,26.34,28.17,13.1,16.45,95.45,185.02,51.47,52.22,11.6,22.56,177.74,66.54,3.04,6.31,4
Spring_546,94.06,94.45,65.56,27.46,19.46,16.3,94.79,161.44,66.11,65.27,14.8,20.03,300.99,35.66,6.67,5.17,five
Spring_547,95.71,93.15,65.34,26.87,11.13,16.32,97.43,161.53,75.12,70.38,15.0,11.06,405.24,51.57,15.11,8.89,three
Spring_548,92.39,89.99,52.02,28.46,12.15,15.03,122.91,177.87,75.5,57.82,15.94,16.46,141.91,10.17,16.69,8.19,4
Spring_549,120.97,81.57,66.93,21.81,15.66,18.2,117.78,141.63,43.59,61.06,15.34,10.19,256.75,49.67,19.09,7.39,4
Spring_550,78.0,98.64,67.19,21.05,10.49,11.95,106.49,146.08,53.31,54.62,13.88,18.53,359.95,52.43,7.37,6.18,1
Spring_551,107.67,89.13,64.07,23.51,17.68,19.09,94.01,168.65,42.48,55.56,11.61,22.55,260.94,35.15,10.44,5.81,five
Spring_552,102.64,82.91,39.6,27.14,11.26,14.95,119.59,161.41,63.38,71.04,19.66,20.62,347.44,73.73,15.39,8.35,4
Spring_553,120.14,82.88,33.63,27.52,11.55,16.97,118.0,162.39,78.2,56.69,17.63,14.18,190.97,52.35,12.51,7.77,1
Spring_554,112.39,93.03,35.0,21.73,14.74,12.34,120.94,130.11,59.57,56.05,17.55,18.49,278.9,62.31,8.15,7.17,5
Spring_555,83.69,88.74,47.1,23.99,10.63,19.44,110.15,148.24,43.33,51.62,10.99,13.05,268.48,4.2,5.11,6.2,4
Spring_556,88.29,70.12,45.16,25.34,10.24,19.54,115.09,188.48,50.3,55.34,10.04,17.42,165.29,7.91,12.11,5.88,3
Spring_557,100.28,92.12,55.47,29.1,16.03,17.91,95.39,132.52,55.17,71.42,19.9,13.07,409.86,13.14,9.97,5.38,1
Spring_558,101.64,97.14,50.92,28.76,16.36,12.68,117.84,177.82,76.56,52.75,16.19,16.42,145.49,32.53,18.0,5.29,1
Spring_559,108.81,94.93,28.14,25.08,18.54,18.37,124.87,126.5,60.5,59.56,14.69,9.24,434.6,9.74,19.16,7.46,5
Spring_560,113.82,98.2,26.93,28.8,17.53,19.01,97.56,188.92,41.18,78.57,11.95,16.2,105.05,61.92,8.69,7.12,5
Spring_561,119.79,73.13,25.58,24.08,13.98,16.51,107.77,189.52,57.57,68.37,16.66,18.93,278.54,54.01,8.8,7.94,3
Spring_562,120.82,82.07,30.54,21.71,16.46,11.14,117.68,158.84,62.34,72.83,17.29,23.35,349.66,12.04,11.12,8.92,3
Spring_563,110.9,97.97,33.45,29.12,10.56,13.8,78.67,168.01,71.0,79.31,14.57,9.91,225.1,19.74,7.27,5.23,2
Spring_564,81.62,79.95,38.2,26.04,16.27,18.93,112.29,139.86,75.19,55.64,12.35,22.26,218.02,71.35,19.04,7.74,5
Spring_565,86.27,74.45,43.51,28.67,19.09,19.27,115.42,143.91,63.83,64.88,14.68,18.13,139.45,74.97,9.11,7.83,1
Spring_566,81.06,74.86,63.02,27.16,17.75,18.67,114.5,130.11,75.85,53.88,17.52,9.91,211.13,55.21,5.7,5.43,5
Spring_567,120.41,89.34,50.32,22.91,14.39,19.37,114.78,160.75,40.08,75.68,17.64,17.11,324.1,41.2,4.41,5.03,3
Spring_568,114.82,91.17,50.5,27.31,11.77,13.47,99.52,165.23,72.9,58.67,14.14,12.29,469.2,46.96,18.02,8.52,two
Spring_569,83.59,94.08,31.57,25.35,14.44,19.73,82.04,140.06,45.36,74.05,10.04,15.42,243.83,63.1,17.24,6.31,5
Spring_570,95.75,84.2,58.19,24.54,10.75,19.76,91.31,158.33,53.75,53.85,17.01,9.63,370.62,54.14,17.76,7.18,1
Spring_571,109.01,90.59,51.78,22.52,13.32,10.1,112.65,161.02,70.98,72.21,10.45,9.3,383.2,50.55,9.22,6.4,1
Spring_572,93.14,87.68,34.08,21.86,18.03,16.37,75.86,146.54,75.41,65.01,12.17,17.47,255.04,13.1,12.98,8.71,5
Spring_573,117.24,98.14,64.15,21.72,10.2,16.7,107.5,163.98,74.84,70.63,14.74,10.86,233.67,26.45,18.97,6.23,1
Spring_574,124.79,87.53,58.48,22.43,18.47,10.05,104.39,135.3,61.65,57.9,12.83,17.94,203.25,33.64,8.97,8.06,4
Spring_575,105.8,95.64,47.1,20.96,14.22,18.88,109.04,126.66,56.66,63.18,10.94,18.07,417.12,24.01,9.17,7.37,4
Spring_576,95.37,72.56,41.84,27.09,11.68,15.89,121.06,149.25,40.52,65.57,13.61,16.73,462.04,5.75,19.87,6.99,1
Spring_577,86.96,95.16,27.34,28.66,18.19,19.18,75.18,173.68,54.13,75.41,19.24,9.97,131.61,47.52,8.03,7.34,1
Spring_578,106.04,76.49,63.6,21.99,14.3,13.54,88.58,155.61,71.02,79.7,10.31,18.81,391.19,9.57,17.28,5.23,1
Spring_579,113.23,81.4,63.01,28.12,15.1,12.69,111.8,171.24,63.11,55.63,20.0,23.19,168.19,53.95,12.34,8.11,1
Spring_580,83.67,94.31,53.79,24.59,17.4,11.85,79.22,133.04,59.9,54.7,12.37,12.02,478.9,14.14,11.36,5.28,4
Spring_581,78.56,86.3,27.26,22.22,13.32,12.22,80.7,155.4,49.85,77.43,17.47,23.12,107.62,43.01,18.76,7.44,4
Spring_582,85.2,86.15,27.95,20.24,19.62,13.14,82.11,148.5,55.51,74.03,13.85,23.64,115.33,72.66,4.73,7.51,4
Spring_583,89.21,89.22,26.78,22.79,18.47,18.84,94.4,183.07,59.79,65.64,18.18,15.71,136.68,64.92,2.27,8.69,2
